1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.BA.BI	Magnetic resonance imaging of brain with intravenous contrast		Intraoperative magnetic resonance imaging brain with IV contrast; MRI brain with IV contrast; 			laser interstitial thermal therapy [LITT] of lesion or tissue of brain under guidance (AAA GA AE)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.BA.BJ	Ultrasound of brain		Echoencephalography; Intracranial ultrasound; Transcranial ultrasound; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.BA.BQ	Cerebral thermography					
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.DL.AA	Insertion of device into cranial cavity or tissue		Convection enhanced delivery; Insertion of brachytherapy applicator; Insertion of catheter into cranial cavity or tissue; Placement of intracerebral catheter via burr hole; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.DL.AE	Percutaneous insertion of device into cranial cavity or tissue		Percutaneous insertion of brachytherapy applicator; Percutaneous insertion of brachytherapy applicator via stereotatic method; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.DN.AA	Implantation of cranial device		Implantation of electroencephalographic receiver; Implantation of foramen ovale electrodes; Implantation of intracranial depth electrodes; Implantation of intracranial epidural pegs; Implantation of intracranial electrostimulator; Implantation of subdural grids; Implantation of subdural strips; Implantation of electrodes for deep brain stimulation; 			"deep brain stimulation (AAA SC BP); replacement of subcutaneous neurostimulator pulse generator, electrodes or leads (AAN KA AA)"
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.DN.AE	Percutaneous implantation of cranial device		Percutaneous implantation of electrodes for deep brain stimulation; Percutaneous implantation of electroencephalographic receiver; Percutaneous implantation of foramen ovale electrodes; Percutaneous implantation of intracranial depth electrodes; Percutaneous implantation of intracranial epidural pegs; Percutaneous implantation of intracranial electrostimulator; Percutaneous implantation of sphenoidal electrodes; Percutaneous implantation of subdural grids; Percutaneous implantation of subdural strips; 			"deep brain stimulation (AAA SC BP); replacement of subcutaneous neurostimulator pulse generator, electrodes or leads (AAN KA AA)"
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.FA.AA	Incision of brain		"Lobotomy and tractotomy; Other incision of brain, NOS; Pallidotomy; Thalamotomy; "			division of cortical adhesions (AAC FC AA)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.FA.AE	Percutaneous incision of brain		Percutaneous cingulotomy; Percutaneous cingulotomy via radiofrequency; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.FB.AA	Division of brain tissue		Division of cerebral tracts; Division of cerebral tracts via stereotactic localisation; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.FC.AA	Intracranial release		Hind brain decompression; Intracranial decompression; Posterior fossa decompression; Subtemporal decompression; 	Intracranial release with duraplasty		
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.GA.AA	Destruction of lesion or tissue of brain		Cauterisation of choroid plexus; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.GA.AE	Percutaneous destruction of lesion or tissue of brain		Percutaneous coagulation of choroid plexus; Percutaneous destruction of choroid plexus; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.GA.AH	Laser interstitial thermal therapy of lesion or tissue of brain		f-LITT of lesion or tissue of brain; Focused-Laser Interstitial Thermal Therapy of lesion or tissue of brain; Focused laser interstitial thermal therapy under MRI guidance of lesion or tissue of brain; MRI-guided LITT of lesion or tissue of brain; Laser interstitial thermal therapy of lesion or tissue of brain via image guidance; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.GA.BA	Destruction of lesion or tissue of brain by radiotherapy		Brachytherapy of lesion or tissue of brain; Radiation therapy of brain; Stereotactic radiosurgery of brain; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.JB.AA	Drainage of brain		Drainage of intracerebral haematoma; Intracranial drainage; Marsupialisation of brain cyst; Drainage of brain via burr hole; Drainage of brain via craniotomy; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.JD.AA	Removal of foreign body or device from brain		Removal of catheter from cranial cavity or tissue; Removal of electrodes for deep brain stimulation; Removal of electroencephalographic receiver; Removal of foramen ovale electrodes; Removal of intracranial depth electrodes; Removal of intracranial electrostimulator; Removal of intracranial epidural pegs; Removal of subdural grids; Removal of subdural strips; 			"replacement of subcutaneous neurostimulator pulse generator, electrodes or leads (AAN KA AA)"
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.JD.AE	Percutaneous removal of foreign body or device from brain		Percutaneous removal of electrodes for deep brain stimulation; Percutaneous removal of electroencephalographic receiver; Percutaneous removal of foramen ovale electrodes; Percutaneous removal of intracranial depth electrodes; Percutaneous removal of intracranial epidural pegs; Percutaneous removal of intracranial electrostimulator; Percutaneous removal of sphenoidal electrodes; Percutaneous removal of subdural grids; Percutaneous removal of subdural strips; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.JG.AA	Debridement of brain					
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.JI.AA	Local excision of lesion of brain		Excision of tissue of brain; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.JJ.AA	Partial excision of brain		Chemothalamectomy; Curettage of brain; Hemispherectomy; Lobectomy of brain; Pallidoansectomy; 			"biopsy of brain (AAA AD AA), (AAA AD AE); laser interstitial thermal therapy of lesion or tissue of brain under guidance (AAA GA AE); LITT of lesion or tissue of brain under guidance (AAA GA AE)"
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.JJ.AE	Percutaneous partial excision of brain		Percutaneous transtemporal partial excision of brain; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.KA.AA	Replacement of intracranial device		Replacement of intracranial depth electrodes; Replacement of intracranial electroencephalographic receiver; Replacement of intracranial electrostimulator; Replacement of intracranial epidural pegs; Replacement of intracranial foramen ovale electrodes; Replacement of subdural grids; Replacement of subdural strips; 			implantation of subcutaneous neurostimulator pulse generator (AAN DN AA)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.MK.AA	Repair of encephalocele of brain		"Closure of encephalocele of brain; Repair of brain, NOS; "			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.SC.BO	Transcranial magnetic stimulation		Stimulation of the brain; TMS; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAA.SC.BP	Stimulation of the brain using electric fields		Deep brain stimulation; ECT; Electroconvulsive therapy; tACS; tDCS; Transcranial alternating current stimulation; Transcranial direct current stimulation; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAC.AD.AA	Biopsy of cerebral meninges		Biopsy of cerebral meninges via burr hole; Biopsy of cerebral meninges via osteoplastic craniotomy; Biopsy of cerebral meninges with osteoplastic flap; 			percutaneous biopsy of cerebral meninges (AAC.AD.AE)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAC.AD.AE	Percutaneous biopsy of cerebral meninges		Biopsy of cerebral meninges via neuroendoscopy; Percutaneous needle biopsy of cerebral meninges; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAC.FC.AA	Release of cortical adhesions		Cortical adhesiolysis; Lysis of cortical adhesions; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAC.JB.AA	Drainage of cerebral meninges		Evacuation of abscess or haematoma of meninges of brain; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAC.JI.AA	Local excision of lesion of cerebral meninges					"biopsy of cerebral meninges (AAC AD AA), (AAC AD AE)"
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAC.JJ.AA	Partial excision of cerebral meninges		Decortication of cerebral meninges; Resection of cerebral meninges; Stripping of subdural membrane of cerebral meninges; 			"biopsy of cerebral meninges (AAC AD AA), (AAC AD AE)"
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAC.MK.AA	Repair of cerebral meninges		Closure of fistula of cerebrospinal fluid; Delayed repair of dura; Simple suture of dura mater of brain; 			repair of cerebral meninges with cranioplasty (AAC ML AA)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAC.ML.AA	Repair of cerebral meninges with cranioplasty		Delayed repair of dura with cranioplasty; Dural fat graft; Repair of encephalocele including synchronous cranioplasty; Subdural patch; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.AD.AB	Closed biopsy of ventricles of brain		Biopsy choroid plexus via ventriculoscopy; Biopsy of ventricles of brain via neurendoscopy; Biopsy of ventricles of brain via ventriculoscopy; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.AE.AB	Ventriculoscopy					
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.AH.AE	Specimen collection from ventricles		Puncture of ventricular shunt tubing; Ventriculopuncture through previously implanted catheter; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.DN.AA	"Implantation of internal device, ventricles of brain"		"Implantation of catheter into ventricles of brain; Implantation of Ommaya reservoir; Implantation of pressure measuring or monitoring device, intracranial NOS; Implantation of pressure measuring or monitoring device, ventricles of brain; Implantation of Rickham reservoir; "			dilation of ventricles of brain with insertion of device (AAE LH AA)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.JB.AA	Drainage of ventricles of brain		Drainage of CSF from ventricles of brain; Enlargement of aqueduct to unblock occlusion for drainage; Puncture of septum pellucidum for drainage into ventricle; Drainage of ventricles of brain via insertion of drain; 	insertion of drain		ventriculostomy (AAE.LI.AA) (AAE.LI.AB)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.JD.AA	Removal of foreign body from ventricles of brain		"Removal of catheter from ventricles of brain; Removal of ventricular drain; Removal of intracranial pressure measuring or monitoring device, NOS; Removal of pressure measuring or monitoring device from ventricles of brain; Removal of shunt catheter system from ventricles of brain; Removal of stent from ventricles of brain; "			that with replacement  (AAE KA AA)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.JD.AH	External removal of device from ventricles of brain		External removal of drain from ventricles of brain; 			that with replacement  (AAE KA AA)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.JJ.AA	Partial excision of ventricles of brain		Cauterisation of choroid plexus; Choroid plexectomy; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.KA.AA	Replacement of ventricular shunt		Reinsertion of Holter valve; Replacement of ventricular catheter; Revision of ventriculoperitoneal shunt at ventricular site; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.LH.AA	Dilatation of ventricles of brain with insertion of device		Dilation of ventricles of brain with insertion of device; Insertion of stent into aqueduct of Sylvius for dilation and drainage; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.LI.AA	Ventricular shunt		Anastomosis of ventricle to cisterna magna; Insertion of Holter valve; Ventricle to bone marrow shunt; Ventricle to nasopharynx shunt; Ventricle to ureter shunt; Insertion ventricular shunt to abdominal cavity and organs; Insertion ventricular shunt to circulatory system; Insertion ventricular shunt to extracranial site; Insertion ventricular shunt to peritoneum; Insertion ventricular shunt to structure in head and neck; Insertion ventricular shunt to thoracic cavity; Insertion ventricular shunt to urinary system; Third ventriculostomy; Ventriculoatrial anastomosis; Ventriculocaval shunt; Ventriculocholecystostomy; Ventriculocisternal intubation; Ventriculomastoid anastomosis; Ventriculoperitoneostomy; Ventriculopleural anastomosis; Ventriculostomy; 			replacement of ventricular shunt (AAE KA AA)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.LI.AB	Endoscopic ventricular shunt		Anastomosis of ventricle to cisterna magna via endoscope; Endoscopic insertion of Holter valve; Ventricle to bone marrow shunt via endoscope; Ventricle to nasopharynx shunt via endoscope; Ventricle to ureter shunt via endoscope; Endoscopic insertion of ventricular shunt to abdominal cavity and organs; Endoscopic insertion of ventricular shunt to circulatory system; Endoscopic insertion of ventricular shunt to extracranial site; Endoscopic insertion of ventricular shunt to structure in head and neck; Endoscopic insertion of ventricular shunt to thoracic cavity; Endoscopic insertion ofventricular shunt to urinary system; Endoscopic third ventriculostomy; Endoscopic ventriculoatrial anastomosis; Endoscopic ventriculocaval shunt; Endoscopic ventriculocholecystostomy; Endoscopic ventriculocisternal intubation; Endoscopic ventriculomastoid anastomosis; Endoscopic ventriculoperitoneostomy; Endoscopic ventriculopleural anastomosis; Endoscopic ventriculostomy; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAE.SN.AA	Management of internal device of ventricles of brain		Exploration of ventriculoperitoneal shunt at ventricular site; Irrigation and exploration of ventricular shunt; Re-programming of ventriculoperitoneal shunt; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAG.AH.AE	Cranial puncture		"Cisternal puncture; Cisternal tap; Cranial puncture, NOS; Puncture of anterior fontanel; Subdural tap through fontanel; Ventricular puncture; "			that for drainage (AAG.JB.AE)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAG.DN.AA	Implantation of device into intracranial space		Implantation of pressure monitoring device into subdural space; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAG.JB.AA	Drainage of intracranial space		Craniotomy with removal of epidural abscess; Craniotomy with removal of extradural haematoma; Craniotomy with removal of intracranial space lesion; Drainage of subarachnoid cerebral abscess; Drainage of subdural empyema; Drainage of intracranial hygroma; Drainage of epidural or subdural abscess or haematoma of brain; Drainage of cranial sinus; Evacuation of intracranial haematoma; Evacuation of subdural haematoma; Evacuation of intracranial haematoma; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAG.JB.AE	Percutaneous drainage of intracranial space		"Aspiration of subarachnoid space; Aspiration of subdural space; Cranial aspiration; Cranial puncture NOS, for decompression; Puncture of anterior fontanelle for decompression; Subdural tap for decompression; "			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAG.JI.AA	Local excision of lesion of intracranial space		Excision of lesion of subarachnoid space; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.AD.AA	Biopsy of cranial nerve or ganglion		Open biopsy of cranial nerve or ganglion; 			percutaneous (needle) biopsy of cranial nerve or ganglion (AAN.AD.AE)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.AD.AE	Percutaneous biopsy of cranial nerve or ganglion		Closed biopsy of cranial nerve or ganglion; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.DN.AA	Implantation of cranial nerve device		Cranial implantation of neurostimulator pulse generator; Implantation of intracranial neurostimulator lead; Implantation of intracranial neurostimulator device; Implantation of intracranial neuropacemaker; Implantation of trigeminal nerve device; Implantation of vagus nerve device; 			percutaneous implantation of cranial nerve device (AAN.DN.AE)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.DN.AE	Percutaneous implantation of cranial nerve device		Percutaneous cranial implantation of neurostimulator pulse generator; Percutaneous implantation of intracranial neurostimulator lead; Percutaneous implantation of intracranial neurostimulator device; Percutaneous implantation of cranial neuropacemaker; Percutaneous implantation of trigeminal nerve device; Percutaneous implantation of vagus nerve device; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.FA.AA	Incision of cranial nerves		Fenestration of optic nerve sheath; 			for decompression (AAN.FC.AA)
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.FB.AA	Division of cranial nerves		Division of trigeminal nerve; Retrogasserian neurotomy; Rhizotomy of posterior trigeminal nerve; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.FC.AA	Release of cranial nerve		"Decompression of trigeminal nerve root; Fenestration of optic nerve sheath for decompression; Intracranial decompression of cranial nerve; Intracranial decompression of facial nerve; Intracranial decompression of glossopharyngeal nerve; Intracranial decompression of trigeminal nerve; Intracranial decompression of vagus nerve; Intracranial decompression of vestibular nerve; Other cranial nerve decompression, NOS; Rhizotomy of posterior trigeminal nerve; "			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.GA.AA	Destruction of cranial nerves		Avulsion of intracranial nerve; Avulsion of infraorbital nerve; Avulsion of suboccipital nerve; Avulsion of supraorbital nerve; Crushing of cranial nerves; Rhizolysis of intracranial nerve; Rhizolysis of trigeminal nerve; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.GA.BA	Radiation to cranial nerves		Radiotherapy to cranial nerve; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.JD.AA	Removal of foreign body or device from cranial nerves		Removal of intracranial neurostimulator pulse generator; Removal of intracranial neurostimulator device from cranial nerve; Removal of intracranial neurostimulator lead; Removal of intracranial neuropacemaker; Removal of foreign body or device from trigeminal nerve; Removal of foreign body or device from vagus nerve; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.JD.AE	Percutaneous removal of foreign body or device from cranial nerves		Percutaneous removal of intracranial neurostimulator pulse generator; Percutaneous removal of intracranial neurostimulator device from cranial nerve; Percutaneous removal of intracranial neurostimulator lead; Percutaneous removal of intracranial neuropacemaker; Percutaneous removal of foreign body or device from trigeminal nerve; Percutaneous removal of foreign body or device from vagus nerve; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.JJ.AA	Partial excision of cranial nerves		Excision of acoustic neuroma that by craniotomy; Cranial nerve ganglionectomy NOS; Gasserian ganglionectomy; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.KA.AA	Replacement of cranial nerve device		Cranial replacement of neurostimulator pulse generator; Replacement of intracranial neuropacemaker; Replacement of intracranial neurostimulator lead; Replacement of trigeminal nerve device; Replacement of vagus nerve device; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.KA.AE	Percutaneous replacement of cranial nerve device		Percutaneous replacement of cranial neurostimulator pulse generator; Percutaneous replacement of intracranial neuropacemaker; Percutaneous replacement of intracranial neurostimulator lead; Percutaneous replacement of trigeminal nerve device; Percutaneous replacement of vagus nerve device; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.LB.AA	Anastomosis of cranial nerves		Accessory-facial anastomosis; Accessory-hypoglossal anastomosis; Hypoglossal-facial anastomosis; Other anastomosis of cranial nerve; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.LJ.AA	Transposition of cranial nerves					
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.MK.AA	Repair of cranial nerve		Neurorrhaphy of cranial nerve; Repair of laceration of cranial nerve; Suture of cranial nerves; 	microsurgical repair		
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.ML.AA	Cranial nerve graft		Cranial neuroplasty; 			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AA - Brain and Cranial Nerves	AAN.SC.BP	Stimulation of cranial nerves				"implantation of cranial nerve pulse generator, if performed (AAN.DN.AA)"	
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AB - Spinal cord structures	ABA.AD.AA	Biopsy of spinal cord					
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AB - Spinal cord structures	ABA.BA.BA	X-ray of spinal cord		"Fluoroscopy, spinal cord; "			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AB - Spinal cord structures	ABA.BA.BB	Radiography of the spinal cord with contrast		"Nuclear medicine NEC, spinal cord; "			
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AB - Spinal cord structures	ABA.BA.BH	Magnetic resonance imaging of spinal cord					
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AB - Spinal cord structures	ABA.BA.BJ	Ultrasound of spinal cord					
1 - Interventions on Body Systems and Functions	01 - Interventions on the Nervous System and Mental Functions	AB - Spinal cord structures	ABA.FA.AA	Cordotomy		Cordotomy NOS; Myelotomy; Spinal tractotomy; Tractotomy (one-stage) (two-stage) of spinal cord; Transection of spinal cord tracts; 	laminectomy		percutaneous cordotomy (ABA FA AE)
