1 - Targets for Body Systems and Functions	01 - Nervous System and Mental Function Targets	AV - Sensory function and Pain	AVA	Taste function				b250
1 - Targets for Body Systems and Functions	01 - Nervous System and Mental Function Targets	AV - Sensory function and Pain	AVB	Smell function				b255
1 - Targets for Body Systems and Functions	01 - Nervous System and Mental Function Targets	AV - Sensory function and Pain	AVC	Proprioceptive function				b260
1 - Targets for Body Systems and Functions	01 - Nervous System and Mental Function Targets	AV - Sensory function and Pain	AVD	Touch function				b265
1 - Targets for Body Systems and Functions	01 - Nervous System and Mental Function Targets	AV - Sensory function and Pain	AVE	Sensory functions related to temperature and other stimuli				b270
1 - Targets for Body Systems and Functions	01 - Nervous System and Mental Function Targets	AX - Pain	AXA	Sensation of pain				b280
1 - Targets for Body Systems and Functions	01 - Nervous System and Mental Function Targets	"AZ - Nervous system, unspecified"	AZZ	Nervous system unspecified				
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BA - Eyelid, lacrimal system, orbit"	BAA	Eyelid		Eyelash; 		
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BA - Eyelid, lacrimal system, orbit"	BAD	Lacrimal apparatus		Lacrimal duct; Lacrimal gland; 		
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BA - Eyelid, lacrimal system, orbit"	BAM	Orbit				
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BB - Eye, anterior segment structures"	BBA	Conjunctiva		Subconjunctiva; 		
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BB - Eye, anterior segment structures"	BBB	Cornea				
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BB - Eye, anterior segment structures"	BBC	Iris		Pupil; 		
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BB - Eye, anterior segment structures"	BBD	Ciliary Body		Ciliary muscle; 		
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BB - Eye, anterior segment structures"	BBE	Anterior chamber of eye		trabecular meshwork; 		
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BB - Eye, anterior segment structures"	BBF	Lens				
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BC - Eye, posterior segment structures"	BCA	Posterior segment structures of eyeball		Choroid; 	retina (BCC);\nsclera (BCB);\nvitreous body (BCD)	
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BC - Eye, posterior segment structures"	BCB	Sclera				
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BC - Eye, posterior segment structures"	BCC	Retina		Blood vessels of the eye; Macula lutea; Optic disc; Retinal fundus; 		
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BC - Eye, posterior segment structures"	BCD	Vitreous body				
1 - Targets for Body Systems and Functions	02 - Visual System Targets	BD - Ocular muscles	BDA	Extraocular muscle		Tendon of extraocular muscle; 		
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BT - Eye, function"	BT2	Seeing and related functions				b210-b229
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BT - Eye, function"	BTB	Seeing functions				b210
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BT - Eye, function"	BTF	Functions of structure adjoining the eye				b215
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BT - Eye, function"	BTK	Sensations associated with the eye and adjoining structure				b220
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BZ - Eye(ball) and eye function, unspecified"	BZA	Eyeball		Cavity of eyeball; Eyeball NOS; 		
1 - Targets for Body Systems and Functions	02 - Visual System Targets	"BZ - Eye(ball) and eye function, unspecified"	BZZ	"Eye and eye functions, unspecified"				
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CA - External ear	CAA	"External ear, unspecified"				
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CA - External ear	CAC	Auricle		Helix; Lobule; Pinna; Tragus; 		
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CA - External ear	CAE	External auditory canal		External auditory meatus; Ear canal NOS; 		
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CB - Middle ear	CBA	"Middle ear, unspecified"				
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CB - Middle ear	CBB	Tympanic membrane				
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CB - Middle ear	CBC	Stapes				
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CB - Middle ear	CBF	Other auditory ossicle		Auditory ossicle NOS; \nIncus; \nMalleus; 	stapes (CBC)	
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CB - Middle ear	CBH	Eustachian tube				
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CC - Internal ear	CCA	Inner ear		Labyrinth; Semicircular canals; Vestibule; 	cochlea (CCB)	
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CC - Internal ear	CCB	Cochlea				
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CD - Mastoid sinus	CDA	Mastoid sinus			mastoid bone/process (MAI)	
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CT - Ear functions	CT2	Hearing and vestibular functions				b230-b249
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CT - Ear functions	CTB	Hearing functions				b230
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CT - Ear functions	CTE	Vestibular functions				b235
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	CT - Ear functions	CTK	Sensations associated with hearing and vestibular function				b240
1 - Targets for Body Systems and Functions	03 - Ear and Mastoid Targets	"CZ - Ear and ear functions, unspecified"	CZZ	"Ear and ear functions, unspecified"				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	"DA - Tonsil, Adenoid"	DAA	Palatine or pharyngeal tonsil		lingual tonsil; 	adenoid (DAB)	
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	"DA - Tonsil, Adenoid"	DAB	Adenoid				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DB - Thymus	DBA	Thymus				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DF - Lymphatic system	DFA	Lymph node other and unspecified		lymph node of other region; 	lymph node of:;\nabdominal and pelvic region (DFF); axilla (DFC); inguinal region (DFM);  mediastinum (DFE); neck (DFB)	
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DF - Lymphatic system	DFB	Lymph node of neck				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DF - Lymphatic system	DFC	Lymph node of axilla				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DF - Lymphatic system	DFE	Lymph node of  mediastinum		Lymph node:; Hilar; Intrathoracic; Mammary; Supraclavicular; 		
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DF - Lymphatic system	DFF	Lymph node of abdomen or pelvic region		Lymph node:; Iliac; para-aortic; pre-aortic; mesenteric; retroperitoneal; 	inguinal lymph node (DFM)	
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DF - Lymphatic system	DFM	Inguinal lymph node				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DF - Lymphatic system	DFO	"Lymphatic vessel, other and unspecified"				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DF - Lymphatic system	DFP	Thoracic duct				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DF - Lymphatic system	DFZ	"Lymphatic structure, unspecified"			"lymph node, not elsewhere classified (DFA)"	
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DG - Bone marrow	DGA	Bone marrow				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DI - Blood	DIA	Blood				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DJ - Spleen	DJA	Spleen				
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DT - Functions of haematopoietic and reticuloendothelial system	DTA	Haematological system function				b430
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	DT - Functions of haematopoietic and reticuloendothelial system	DTB	Immunological system function				b435
1 - Targets for Body Systems and Functions	04 - Haematopoietic and Lymphatic System Targets	"DZ - Haematopoietic and reticuloendothelial system, unspecified"	DZZ	"Haematopoietic or reticuloendothelial system, unspecified"				
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	EA - Cerebral endocrine structures	EAA	Pituitary gland				
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	EA - Cerebral endocrine structures	EAB	Pineal body				
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	EB - Peripheral endocrine structures	EBA	Thyroid gland				
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	EB - Peripheral endocrine structures	EBB	Parathyroid gland				
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	EB - Peripheral endocrine structures	EBC	Adrenal gland				
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	EB - Peripheral endocrine structures	EBD	Endocrine pancreas (islets of Langerhans)				
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	EB - Peripheral endocrine structures	EBE	Paraganglion				
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	ET - Metabolic and endocrine functions	ET2	Function related to the metabolic and the endocrine system				b540-559
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	ET - Metabolic and endocrine functions	ETB	General metabolic functions				b540
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	ET - Metabolic and endocrine functions	ETE	"Water, mineral and electrolyte balance functions"				b545
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	ET - Metabolic and endocrine functions	ETG	Thermoregulatory functions				b550
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	ET - Metabolic and endocrine functions	ETK	Endocrine functions				b555
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	ET - Metabolic and endocrine functions	ETM	Growth maintenance functions				b560
1 - Targets for Body Systems and Functions	05 - Endocrine System Targets	"EZ - Endocrine System, unspecified"	EZZ	"Endocrine system, unspecified"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HA - Heart, atrium"	HAA	Left atrium			"complex congenital heart malformation, atrium (HAM)"	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HA - Heart, atrium"	HAB	Right atrium			"complex congenital heart malformation, atrium (HAM)"	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HA - Heart, atrium"	HAD	Atrial septum				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HA - Heart, atrium"	HAM	"Complex congenital heart malformation, atrium"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HA - Heart, atrium"	HAZ	"Atrium, unspecified"			atrial septum (HAD); left atrium (HAA); right atrium (HAB)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HB - Heart, ventricle"	HBA	Left cardiac ventricle				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HB - Heart, ventricle"	HBB	Right cardiac ventricle				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HB - Heart, ventricle"	HBD	Ventricular septum				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HB - Heart, ventricle"	HBM	"Complex congenital heart malformation, ventricle"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HB - Heart, ventricle"	HBZ	"Heart ventricle, unspecified"			left cardiac ventricle (HBA); right cardiac ventricle (HBB); ventricular septum (HBD)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HD - Heart valves	HDE	Aortic valve		Adjacent structures (e.g. subvalvular ring) of aortic valve \nAnnulus; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HD - Heart valves	HDF	Mitral valve		"Adjacent structures (chordae tendinae, papillary muscle) of mitral valve; "		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HD - Heart valves	HDG	Pulmonary valve		Adjacent structures of pulmonary valve \nAnnulus; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HD - Heart valves	HDH	Tricuspid valve		"Adjacent structures (chordae tendinae, papillary muscle) of tricuspid valve; "		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HD - Heart valves	HDM	"Complex congenital heart malformation, valve"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HF - Endocardium, Pericardium, Myocardium"	HFA	Endocardium				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HF - Endocardium, Pericardium, Myocardium"	HFB	Atrioventricular septum			atrial septum (HAD); ventricular septum (HBD)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HF - Endocardium, Pericardium, Myocardium"	HFC	Conducting system of heart				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HF - Endocardium, Pericardium, Myocardium"	HFD	Myocardium			conducting system (HFC)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HF - Endocardium, Pericardium, Myocardium"	HFF	Pericardium				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIA	Coronary artery		Bypass vessel; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIB	Vena cava superior		[SVC]; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIC	Vena cava inferior		[IVC]; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HID	Pulmonary artery				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIE	Pulmonary vein				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIF	Ascending aorta				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIG	"Aorta, thoracic descending"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIH	"Aorta, abdominal"		Aorta NOS; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIJ	Ductus arteriosus		Arterial duct; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIK	Aortic arch				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIL	Aortic root				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIM	"Complex congenital heart malformation, coronary artery"			great vessels (HIN)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	HI - Coronary arteries and great vessels	HIN	"Complex congenital heart malformation, great vessel"			coronary artery (HIM)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HT - Functions of heart and cardiovascular system, unspecified"	HT2	Functions of the cardiovascular system				b410-b429
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HT - Functions of heart and cardiovascular system, unspecified"	HTB	Heart functions				b410
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HT - Functions of heart and cardiovascular system, unspecified"	HTC	Blood supply to the heart				b4103
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HT - Functions of heart and cardiovascular system, unspecified"	HTG	Heart rhythm				b4101
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HT - Functions of heart and cardiovascular system, unspecified"	HTK	Contraction force of ventricular muscle				b4102
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HT - Functions of heart and cardiovascular system, unspecified"	HTM	Exercise tolerance functions				b455
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HT - Functions of heart and cardiovascular system, unspecified"	HTR	Heart rate				b4100
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HZ - Heart, unspecified"	HZA	Left heart				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HZ - Heart, unspecified"	HZB	Right heart				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HZ - Heart, unspecified"	HZM	"Complex congenital heart malformation, unspecified"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	"HZ - Heart, unspecified"	HZZ	"Entire heart, heart or great vessel, unspecified"		Epicardium; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IA - Cerebral vessels	IAA	Intracranial artery		Intracranial vessel; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IA - Cerebral vessels	IAD	Intracranial vein				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IB - Vessels of head and neck	IBA	"Artery of head and neck, extracranial"		Extracranial artery; Vessel of head and neck NOS; 	"carotid artery, extracranial (IBB)"	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IB - Vessels of head and neck	IBB	"Carotid artery, extracranial"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IB - Vessels of head and neck	IBD	"Vein of head and neck, extracranial"		Jugular vein; Subclavian vein; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IC - Vessels of upper limb	ICA	Artery of upper limb		Artery of shoulder; Axillary artery; Brachial artery; Radial artery; Ulnar artery; Vessel of upper limb; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IC - Vessels of upper limb	ICD	Vein of upper limb				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	ID - Vessels of thorax	IDA	Artery of thorax		Vessel of thorax; 	aortic arch (HIF); thoracic (descending) aorta (HIG)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	ID - Vessels of thorax	IDB	Vein of thorax			inferior vena cava (HIC); superior vena cava (HIB)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	ID - Vessels of thorax	IDM	"Complex congenital malformation, thoracic artery"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IE - Abdominal vessels	IEA	Abdominal or pelvic artery			abdominal aorta (HIH)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IE - Abdominal vessels	IED	Abdominal or pelvic vein			portal vein and branches (IEF); vena cava inferior (HIC); vena cava superior (HIB)	
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IE - Abdominal vessels	IEF	Portal vein and branches				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IF - Vessels of lower limb	IFA	Artery of lower limb		femoral (common) (superficial); peroneal; popliteal; tibial; \nVessel of lower limb NOS; 		
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IF - Vessels of lower limb	IFD	Vein of lower limb				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IT - Vessel functions	ITA	Blood pressure functions				b420
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IT - Vessel functions	ITB	Blood vessel functions				b415
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IZ - Vessels unspecified	IZA	"Artery, other or unspecified"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IZ - Vessels unspecified	IZD	"Vein, other or unspecified"				
1 - Targets for Body Systems and Functions	06 - Circulatory System Targets	IZ - Vessels unspecified	IZZ	"Blood vessel, unspecified"				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAA	Nose			nasal septum (JAB)\nturbinate (JAC)	
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAB	Nasal septum				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAC	Turbinate			nasal septum (JAB)	
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAE	"Paranasal sinus, unspecified"			ethmoid (JAH); frontal (JAG); maxillary(JAF); sphenoid (JAI)	
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAF	Maxillary sinus				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAG	Frontal sinus				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAH	Ethmoid sinus				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAI	Sphenoid sinus				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAM	Nasal pharynx				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JA - Upper respiratory tract	JAN	Larynx and epiglottis		Vocal cord; 		
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JB - Lower respiratory tract	JBA	Trachea				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JB - Lower respiratory tract	JBB	Bronchus		Bronchiole; 		
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JB - Lower respiratory tract	JBF	Lung parenchyma				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JC - Pleura and thoracic spaces	JCA	Pleura				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JC - Pleura and thoracic spaces	JCB	Pleural cavity				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JC - Pleura and thoracic spaces	JCG	Mediastinal space				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JC - Pleura and thoracic spaces	JCH	Thoracic cavity				
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JT - Function of respiratory system	JT2	Functions of the respiratory system				b440-b449
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JT - Function of respiratory system	JTB	Respiration functions				b440
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JT - Function of respiratory system	JTC	Respiratory muscle functions				b445
