"Additional descriptive information"			"Additional descriptive information"				
"Additional descriptive information"	XB08	XB08.2	"Family – individual family"	"Intervention delivered to family member/s from a single family (e.g., parent/s or siblings of a person whose health or functioning is the focus of the intervention)"			"Assigned when the intervention addresses recipients primarily in their role as family members"
"Additional descriptive information"	XB08	XB08.3	"Family – group of families"	"Intervention delivered to a group of family members from multiple families (e.g., parent/s or siblings of people who have a health- or functioning-related issue that is the focus of the intervention)"			
"Additional descriptive information"	XB08	XB08.4	"Informal carer – individual"	"Intervention delivered to the informal carer of a person whose health or functioning is the focus of the intervention"			"Assigned when the intervention addresses recipients primarily in their role as informal carers"
"Additional descriptive information"	XB08	XB08.5	"Informal carer – group"	"Intervention delivered to a group of informal carers"			"Assigned when the intervention addresses recipients primarily in their role as informal carers"
"Additional descriptive information"	XB08	XB08.6	"Formal carer – individual"	"Intervention delivered to the formal carer of a person whose health or functioning is the focus of the intervention (e.g., disability support worker, teacher, nurse)"			
"Additional descriptive information"	XB08	XB08.7	"Formal carer – group"	"Intervention delivered to a group of formal carers (e.g., disability support workers, teachers, nurses)"			
"Additional descriptive information"	"Additional descriptive information"	XB09	"System level at which intervention directed"				"Assigned to capture information about the level of the social-ecological system to which the intervention is directed."
"Additional descriptive information"	XB09	XB09.0	"Individual system level"	"Intervention directed towards the individuals for whom a health benefit is intended"			
"Additional descriptive information"	XB09	XB09.1	"Interpersonal system level"	"Intervention directed towards the interpersonal environment of the individuals for whom a health benefit is intended (e.g., family members, members of an informal social network)"			
"Additional descriptive information"	XB09	XB09.2	"Organisation system level"	"Intervention directed towards an association of people with a formal structure (e.g., school), including people who hold specific roles or positions within the organisation (e.g., teachers)"			
"Additional descriptive information"	XB09	XB09.3	"Community system level"	"Intervention directed towards a geographical grouping of individuals (e.g., a district, city, neighbourhood)."			
"Additional descriptive information"	XB09	XB09.4	"Political system level"	"Intervention directed towards components and/or representatives of the political system of a given geographical entity"			
"Additional descriptive information"	"Additional descriptive information"	XB10	"Creative therapy"	"Creative therapy refers to a group of techniques that are expressive and creative in nature and aims to help clients find a form of expression beyond words or traditional therapy "			
"Additional descriptive information"	XB10	XB10.0	"Art therapy"	"Therapy based on engagement in using art media, images or the creative art process as a means of creative expression and symbolic communication "			
"Additional descriptive information"	XB10	XB10.1	"Music therapy"	"Therapeutic use of music that typically involves listening to music, singing, playing musical instruments, or composing music\n"			
"Additional descriptive information"	XB10	XB10.9	"Creative therapy, other and unspecified"				
"Additional descriptive information"	"Additional descriptive information"	XB11	"Specific skills and techniques"				
"Additional descriptive information"	XB11	XB11.0	"Emotional regulation skills and techniques"	"Techniques involving learning new patterns of responding"			
"Additional descriptive information"	XB11	XB11.1	"Sensory skills and techniques"	"Techniques involving sensory functions such as vision, hearing, touch, smell or taste"			
"Additional descriptive information"	XB11	XB11.2	"Cognitive skills and techniques"	"Compensatory or restorative techniques involving external and internal strategies"			
"Additional descriptive information"	XB11	XB11.3	"Strength techniques"	"Techniques involving high load and low repetition muscular contractions"	"Body weight resistance: \n• active concentric \n• open kinetic chain \n• active isometric \n• closed kinetic chain\nExternal resistance: \n• active eccentric\n• resistive\n• active isokinetic; "		
"Additional descriptive information"	XB11	XB11.4	"Endurance techniques"	"Techniques involving low loads and high repetition muscle contractions"	"Aerobic Anaerobic; "		
"Additional descriptive information"	XB11	XB11.5	"Movement techniques"	"Techniques involving the coordination of movements"	"Agility\nMotor control/coordination\nPlyometric\nPostural\nRelaxation; "		
"Additional descriptive information"	XB11	XB11.6	"Flexibility techniques"	"Techniques involving developing the extensibility of the soft tissues of the body"	"Ballistic\nCybernetic\nDynamic or active stretch\nStatic or passive stretch; "		
"Additional descriptive information"	XB11	XB11.8	"Multi-faceted exercise techniques"		"Proprioceptive neuromuscular facilitation\nCalisthenics\nPilates\nTai Chi\nYoga; "		
"Additional descriptive information"	XB11	XB11.9	Ergonomics	"Applying ergonomic principles and techniques to activities in daily life to reduce physical stress on a person’s body"			
"Additional descriptive information"	"Additional descriptive information"	XB14	"Temporary intervention"				"assigned to identify when an intervention is descibed as 'temporary' e.g. temporary ileostomy"
"Additional descriptive information"	"Additional descriptive information"	XB15	"Tissue flaps"	"A flap is a piece of tissue (autologous), including a blood supply, used for transfer to another body site."			"synthetic tissue flaps see extension codes for Therapeutic products"
"Additional descriptive information"	XB15	XB15.1	"Local flap"	"A local flap is a piece of body tissue that has been partially detached to advance or transpose to a site adjacent to a defect"			
"Additional descriptive information"	XB15	XB15.2	"Free flap"	"A free flap has its own blood supply and is termed ‘free’ as the flap is detached from the body and reattached at the distant recipient site with microvascular anastomosis of the vessels"			
"Additional descriptive information"	XB15.2	XB15.21	"Noninnervated free flap"				
"Additional descriptive information"	XB15.2	XB15.22	"Innervated free flap"				
"Additional descriptive information"	XB15	XB15.3	"Pedicle flap"	"A piece of body tissue left partly attached to the donor site (pedicle) and then moved to the new location, thereby keeping the tissue with a blood supply"			
"Additional descriptive information"	"Additional descriptive information"	XB16	"Tissue grafts"	"A graft is a piece of tissue which does not carry its own blood supply, it is dependent on the blood supply of the site to which it is attached"			"synthetic tissue grafts see extension codes for Therapeutic products"
"Additional descriptive information"	XB16	XB16.1	Autograft	"A graft of tissue transferred from one point to another on the patient's own body"		"full thickness skin graft (XB16.2); split thickness skin graft (XB16.3)"	
"Additional descriptive information"	XB16	XB16.2	"Full thickness skin graft (autograft)"	"A free skin graft that includes an equal and continuous portion of both epidermal and dermal skin layers"			
"Additional descriptive information"	XB16	XB16.3	"Split thickness skin graft (autograft)"	"A free skin graft that contains both epidermal and dermal layers, but a portion of the dermal layer is removed in the areas that do not require a complete dermal covering"			
"Additional descriptive information"	XB16	XB16.4	Homograft	"A graft taken from a human donor other than the recipient"			
"Additional descriptive information"	XB16.4	XB16.41	"Living donor homograft"	"A graft of tissue from a living donor of the same species as the recipient"			
"Additional descriptive information"	XB16.4	XB16.42	"Related donor homograft"	"A graft of tissue from a donor of the same species as the recipient"			
"Additional descriptive information"	XB16	XB16.5	Xenograft	"A tissue or organ transplanted from a donor of a different species from the recipient"			
"Additional target"			"Additional target"				
"Additional target"	"Additional target"	XXAA	"Brain and Cranial Nerves"				
"Additional target"	XXAA	XXAAA	"Brain (Encephalon)"				
"Additional target"	XXAA	XXAAC	"Intracranial meninges"				
"Additional target"	XXAA	XXAAE	"Ventricular system of brain"				
"Additional target"	XXAA	XXAAG	"Intracranial Space"				
"Additional target"	XXAA	XXAAN	"Cranial nerve"				
"Additional target"	"Additional target"	XXAB	"Spinal cord structures"				
"Additional target"	XXAB	XXABA	"Spinal cord"				
"Additional target"	XXAB	XXABC	"Spinal meninges"				
"Additional target"	XXAB	XXABG	"Spinal cavity"				
"Additional target"	XXAB	XXABN	"Spinal nerve"				
"Additional target"	"Additional target"	XXAC	"Peripheral nervous system"				
"Additional target"	XXAC	XXACA	"Peripheral nervous system"				
"Additional target"	"Additional target"	XXAD	"Sympathetic nervous system"				
"Additional target"	XXAD	XXADA	"Sympathetic nervous system, unspecified"				
"Additional target"	XXAD	XXADB	"Sympathetic nervous system, cervical"				
"Additional target"	XXAD	XXADC	"Sympathetic nervous system, thoracic"				
"Additional target"	XXAD	XXADD	"Sympathetic nervous system, lumbar"				
"Additional target"	XXAD	XXADE	"Sympathetic nervous system, sacral"				
"Additional target"	"Additional target"	XXAE	"Parasympathetic nervous system"				
"Additional target"	XXAE	XXAEA	"Parasympathetic nervous system"				
"Additional target"	"Additional target"	XXAS	"Mental function"				
"Additional target"	XXAS	XXAS1	"Mental functions"				
"Additional target"	"Additional target"	XXAT	"Global mental functions"				
"Additional target"	XXAT	XXAT2	"Global mental functions"				
"Additional target"	XXAT	XXATC	"Awareness and alertness functions"				
"Additional target"	XXAT	XXATD	"Orientation functions"				
"Additional target"	XXAT	XXATE	"Intellectual functions"				
"Additional target"	XXAT	XXATF	"Global psychosocial  functions"				
"Additional target"	XXAT	XXATH	"Temperament and personality functions"				
"Additional target"	XXAT	XXATI	"Energy and drive functions"				
"Additional target"	XXAT	XXATK	"Sleep functions"				
"Additional target"	"Additional target"	XXAU	"Specific mental functions"				
"Additional target"	XXAU	XXAU2	"Specific mental functions"				
"Additional target"	XXAU	XXAUA	"Attention functions"				
"Additional target"	XXAU	XXAUB	"Memory functions"				
"Additional target"	XXAU	XXAUC	"Psychomotor functions"				
"Additional target"	XXAU	XXAUD	"Emotional functions"				
"Additional target"	XXAU	XXAUE	"Perceptual functions"				
"Additional target"	XXAU	XXAUF	"Thought  functions"				
"Additional target"	XXAU	XXAUH	"Higher-level cognitive functions"				
"Additional target"	XXAU	XXAUI	"Mental functions of language"				
"Additional target"	XXAU	XXAUJ	"Calculation functions"				
"Additional target"	XXAU	XXAUK	"Mental functions of sequencing complex movements"				
"Additional target"	XXAU	XXAUL	"Experience of self and time functions"				
"Additional target"	"Additional target"	XXAV	"Sensory functions and pain"				
"Additional target"	XXAV	XXAV2	"Additional sensory functions"				
"Additional target"	XXAV	XXAVA	"Taste function"				
"Additional target"	XXAV	XXAVB	"Smell function"				
"Additional target"	XXAV	XXAVC	"Proprioceptive function"				
"Additional target"	XXAV	XXAVD	"Touch function"				
"Additional target"	XXAV	XXAVE	"Sensory functions related to temperature and other stimuli"				
"Additional target"	"Additional target"	XXAX	Pain				
"Additional target"	XXAX	XXAXA	"Sensation of pain"				
"Additional target"	"Additional target"	XXAZ	"Nervous system, unspecified"				
"Additional target"	XXAZ	XXAZZ	"Nervous system unspecified"				
"Additional target"	"Additional target"	XXBA	"Eyelid, lacrimal system, orbit"				
"Additional target"	XXBA	XXBAA	Eyelid				
"Additional target"	XXBA	XXBAD	"Lacrimal apparatus"				
"Additional target"	XXBA	XXBAM	Orbit				
"Additional target"	"Additional target"	XXBB	"Eye, anterior segment structures"				
"Additional target"	XXBB	XXBBA	Conjunctiva				
"Additional target"	XXBB	XXBBB	Cornea				
"Additional target"	XXBB	XXBBC	Iris				
"Additional target"	XXBB	XXBBD	"Ciliary Body"				
"Additional target"	XXBB	XXBBE	"Anterior chamber of eye"				
"Additional target"	XXBB	XXBBF	Lens				
"Additional target"	"Additional target"	XXBC	"Eye, posterior segment structures"				
"Additional target"	XXBC	XXBCA	"Posterior segment structures of eyeball"				
"Additional target"	XXBC	XXBCB	Sclera				
"Additional target"	XXBC	XXBCC	Retina				
"Additional target"	XXBC	XXBCD	"Vitreous body"				
"Additional target"	"Additional target"	XXBD	"Ocular muscles"				
"Additional target"	XXBD	XXBDA	"Extraocular muscle"				
"Additional target"	"Additional target"	XXBT	"Eye, function"				
"Additional target"	XXBT	XXBT2	"Seeing and related functions"				
"Additional target"	XXBT	XXBTB	"Seeing functions"				
"Additional target"	XXBT	XXBTF	"Functions of structure adjoining the eye"				
"Additional target"	XXBT	XXBTK	"Sensations associated with the eye and adjoining structure"				
"Additional target"	"Additional target"	XXBZ	"Eye(ball) and eye function, unspecified"				
"Additional target"	XXBZ	XXBZA	Eyeball				
"Additional target"	XXBZ	XXBZZ	"Eye and eye functions, unspecified"				
"Additional target"	"Additional target"	XXCA	"External ear"				
"Additional target"	XXCA	XXCAA	"External ear"				
"Additional target"	XXCA	XXCAC	Auricle				
"Additional target"	XXCA	XXCAE	"External auditory canal"				
"Additional target"	"Additional target"	XXCB	"Middle ear"				
"Additional target"	XXCB	XXCBA	"Middle ear"				
"Additional target"	XXCB	XXCBB	"Tympanic membrane"				
"Additional target"	XXCB	XXCBC	Stapes				
"Additional target"	XXCB	XXCBF	"Other auditory ossicle"				
"Additional target"	XXCB	XXCBH	"Eustachian tube"				
"Additional target"	"Additional target"	XXCC	"Internal ear"				
"Additional target"	XXCC	XXCCA	"Internal ear, unspecified"				
"Additional target"	XXCC	XXCCB	Cochlea				
"Additional target"	"Additional target"	XXCD	"Mastoid sinus"				
"Additional target"	XXCD	XXCDA	"Mastoid sinus"				
"Additional target"	"Additional target"	XXCT	"Ear functions"				
"Additional target"	XXCT	XXCT2	"Hearing and vestibular functions"				
"Additional target"	XXCT	XXCTB	"Hearing functions"				
"Additional target"	XXCT	XXCTE	"Vestibular functions"				
"Additional target"	XXCT	XXCTK	"Sensations associated with hearing and vestibular function"				
"Additional target"	"Additional target"	XXCZ	"Ear and ear functions, unspecified"				
"Additional target"	XXCZ	XXCZZ	"Ear and ear functions, unspecified"				
"Additional target"	"Additional target"	XXDA	"Tonsil, Adenoid"				
"Additional target"	XXDA	XXDAA	"Palatine or pharyngeal tonsil"				
"Additional target"	XXDA	XXDAB	Adenoid				
"Additional target"	"Additional target"	XXDB	Thymus				
"Additional target"	XXDB	XXDBA	Thymus				
"Additional target"	"Additional target"	XXDF	"Lymphatic system"				
"Additional target"	XXDF	XXDFA	"Lymph node other and unspecified"				
"Additional target"	XXDF	XXDFB	"Lymph node of neck"				
"Additional target"	XXDF	XXDFC	"Lymph node of axilla"				
"Additional target"	XXDF	XXDFE	"Lymph node of  mediastinum"				
"Additional target"	XXDF	XXDFF	"Lymph node of abdomen or pelvic region"				
"Additional target"	XXDF	XXDFM	"Inguinal lymph node"				
"Additional target"	XXDF	XXDFO	"Lymphatic vessel, other and unspecified"				
"Additional target"	XXDF	XXDFP	"Thoracic duct"				
"Additional target"	XXDF	XXDFZ	"Lymphatic structure, unspecified"				
"Additional target"	"Additional target"	XXDG	"Bone marrow"				
"Additional target"	XXDG	XXDGA	"Bone marrow"				
"Additional target"	"Additional target"	XXDI	Blood				
"Additional target"	XXDI	XXDIA	Blood				
"Additional target"	"Additional target"	XXDJ	Spleen				
"Additional target"	XXDJ	XXDJA	Spleen				
"Additional target"	"Additional target"	XXDT	"Functions of haematopoietic and reticuloendothelial system"				
"Additional target"	XXDT	XXDTA	"Haematological system function"				
"Additional target"	XXDT	XXDTB	"Immunological system function"				
"Additional target"	"Additional target"	XXDZ	"Haematopoietic and reticuloendothelial system, unspecified"				
"Additional target"	XXDZ	XXDZZ	"Haematopoietic or reticuloendothelial system, unspecified"				
"Additional target"	"Additional target"	XXEA	"Cerebral endocrine structures"				
"Additional target"	XXEA	XXEAA	"Pituitary gland"				
"Additional target"	XXEA	XXEAB	"Pineal body"				
"Additional target"	"Additional target"	XXEB	"Peripheral endocrine structures"				
"Additional target"	XXEB	XXEBA	"Thyroid gland"				
"Additional target"	XXEB	XXEBB	"Parathyroid gland"				
"Additional target"	XXEB	XXEBC	"Adrenal gland"				
"Additional target"	XXEB	XXEBD	"Endocrine pancreas (islets of Langerhans)"				
"Additional target"	XXEB	XXEBE	Paraganglion				
"Additional target"	"Additional target"	XXET	"Metabolic and endocrine functions"				
"Additional target"	XXET	XXET2	"Function related to the metabolic and the endocrine system"				
"Additional target"	XXET	XXETB	"General metabolic functions"				
"Additional target"	XXET	XXETE	"Water, mineral and electrolyte balance functions"				
"Additional target"	XXET	XXETG	"Thermoregulatory functions"				
"Additional target"	XXET	XXETK	"Endocrine functions"				
"Additional target"	XXET	XXETM	"Growth maintenance functions"				
"Additional target"	"Additional target"	XXEZ	"Endocrine System, unspecified"				
"Additional target"	XXEZ	XXEZZ	"Endocrine system, unspecified"				
"Additional target"	"Additional target"	XXHA	"Heart, atrium"				
"Additional target"	XXHA	XXHAA	"Left atrium"				
"Additional target"	XXHA	XXHAB	"Right atrium"				
"Additional target"	XXHA	XXHAD	"Atrial septum"				
"Additional target"	XXHA	XXHAM	"Complex congenital heart malformation, atrium"				
"Additional target"	XXHA	XXHAZ	"Atrium, unspecified"				
"Additional target"	"Additional target"	XXHB	"Heart, ventricle"				
"Additional target"	XXHB	XXHBA	"Left cardiac ventricle"				
"Additional target"	XXHB	XXHBB	"Right cardiac ventricle"				
"Additional target"	XXHB	XXHBD	"Ventricular septum"				
"Additional target"	XXHB	XXHBM	"Complex congenital heart malformation, ventricle"				
"Additional target"	XXHB	XXHBZ	"Heart ventricle, unspecified"				
"Additional target"	"Additional target"	XXHD	"Heart valves"				
"Additional target"	XXHD	XXHDE	"Aortic valve"				
"Additional target"	XXHD	XXHDF	"Mitral valve"				
"Additional target"	XXHD	XXHDG	"Pulmonary valve"				
"Additional target"	XXHD	XXHDH	"Tricuspid valve"				
"Additional target"	XXHD	XXHDM	"Complex congenital heart malformation, valve"				
"Additional target"	"Additional target"	XXHF	"Endocardium, Pericardium, Myocardium"				
"Additional target"	XXHF	XXHFA	Endocardium				
"Additional target"	XXHF	XXHFB	"Atrioventricular septum"				
"Additional target"	XXHF	XXHFC	"Conducting system of heart"				
"Additional target"	XXHF	XXHFD	Myocardium				
"Additional target"	XXHF	XXHFF	Pericardium				
"Additional target"	"Additional target"	XXHI	"Coronary arteries and great vessels"				
"Additional target"	XXHI	XXHIA	"Coronary artery"				
"Additional target"	XXHI	XXHIB	"Vena cava superior"				
"Additional target"	XXHI	XXHIC	"Vena cava inferior"				
"Additional target"	XXHI	XXHID	"Pulmonary artery"				
"Additional target"	XXHI	XXHIE	"Pulmonary vein"				
"Additional target"	XXHI	XXHIF	"Ascending aorta"				
"Additional target"	XXHI	XXHIG	"Aorta, thoracic descending"				
"Additional target"	XXHI	XXHIH	"Aorta, abdominal"				
"Additional target"	XXHI	XXHIJ	"Ductus arteriosus"				
"Additional target"	XXHI	XXHIK	"Aortic arch"				
"Additional target"	XXHI	XXHIL	"Aortic root"				
"Additional target"	XXHI	XXHIM	"Complex congenital heart malformation, coronary artery"				
"Additional target"	XXHI	XXHIN	"Complex congenital heart malformation, great vessel"				
"Additional target"	"Additional target"	XXHT	"Functions of heart and cardiovascular system, unspecified"				
"Additional target"	XXHT	XXHT2	"Functions of the cardiovascular system"				
"Additional target"	XXHT	XXHTB	"Heart functions"				
"Additional target"	XXHT	XXHTC	"Blood supply to the heart"				
"Additional target"	XXHT	XXHTG	"Heart rhythm"				
"Additional target"	XXHT	XXHTK	"Contraction force of ventricular muscle"				
"Additional target"	XXHT	XXHTM	"Exercise tolerance functions"				
"Additional target"	XXHT	XXHTR	"Heart rate"				
"Additional target"	"Additional target"	XXHZ	"Heart, unspecified"				
"Additional target"	XXHZ	XXHZA	"Left heart"				
"Additional target"	XXHZ	XXHZB	"Right heart"				
"Additional target"	XXHZ	XXHZM	"Complex congenital heart malformation, unspecified"				
"Additional target"	XXHZ	XXHZZ	"Entire heart, heart or great vessel, unspecified"				
"Additional target"	"Additional target"	XXIA	"Cerebral vessels"				
"Additional target"	XXIA	XXIAA	"Intracranial artery"				
"Additional target"	XXIA	XXIAD	"Intracranial vein"				
"Additional target"	"Additional target"	XXIB	"Vessels of head and neck"				
"Additional target"	XXIB	XXIBA	"Artery of head and neck, extracranial"				
"Additional target"	XXIB	XXIBB	"Carotid artery, extracranial"				
"Additional target"	XXIB	XXIBD	"Vein of head and neck, extracranial"				
"Additional target"	"Additional target"	XXIC	"Vessels of upper limb"				
"Additional target"	XXIC	XXICA	"Artery of upper limb"				
"Additional target"	XXIC	XXICD	"Vein of upper limb"				
"Additional target"	"Additional target"	XXID	"Vessels of thorax"				
"Additional target"	XXID	XXIDA	"Artery of thorax"				
"Additional target"	XXID	XXIDB	"Vein of thorax"				
"Additional target"	"Additional target"	XXIE	"Abdominal vessels"				
"Additional target"	XXIE	XXIEA	"Abdominal or pelvic artery"				
"Additional target"	XXIE	XXIED	"Abdominal or pelvic vein"				
"Additional target"	XXIE	XXIEF	"Portal vein and branches"				
"Additional target"	"Additional target"	XXIF	"Vessels of lower limb"				
"Additional target"	XXIF	XXIFA	"Artery of lower limb"				
"Additional target"	XXIF	XXIFD	"Vein of lower limb"				
"Additional target"	"Additional target"	XXIT	"Vessel functions"				
"Additional target"	XXIT	XXITA	"Blood pressure functions"				
"Additional target"	XXIT	XXITB	"Blood vessel functions"				
"Additional target"	"Additional target"	XXIZ	"Vessels unspecified"				
"Additional target"	XXIZ	XXIZA	"Artery, other or unspecified"				
"Additional target"	XXIZ	XXIZD	"Vein, other or unspecified"				
"Additional target"	XXIZ	XXIZZ	"Blood vessel, unspecified"				
"Additional target"	"Additional target"	XXJA	"Upper respiratory tract"				
"Additional target"	XXJA	XXJAA	Nose				
"Additional target"	XXJA	XXJAB	"Nasal septum"				
"Additional target"	XXJA	XXJAC	Turbinate				
"Additional target"	XXJA	XXJAE	"Paranasal sinus, unspecified"				
"Additional target"	XXJA	XXJAF	"Maxillary sinus"				
"Additional target"	XXJA	XXJAG	"Frontal sinus"				
"Additional target"	XXJA	XXJAH	"Ethmoid sinus"				
"Additional target"	XXJA	XXJAI	"Sphenoid sinus"				
"Additional target"	XXJA	XXJAM	"Nasal pharynx"				
"Additional target"	XXJA	XXJAN	"Larynx and epiglottis"				
"Additional target"	"Additional target"	XXJB	"Lower respiratory tract"				
"Additional target"	XXJB	XXJBA	Trachea				
"Additional target"	XXJB	XXJBB	Bronchus				
"Additional target"	XXJB	XXJBF	"Lung parenchym"				
"Additional target"	"Additional target"	XXJC	"Pleura and thoracic spaces"				
"Additional target"	XXJC	XXJCA	Pleura				
"Additional target"	XXJC	XXJCB	"Pleural cavity"				
"Additional target"	XXJC	XXJCG	"Mediastinal space"				
"Additional target"	XXJC	XXJCH	"Thoracic cavity"				
"Additional target"	"Additional target"	XXJT	"Function of respiratory system"				
"Additional target"	XXJT	XXJT2	"Functions of the respiratory system"				
"Additional target"	XXJT	XXJTB	"Respiration functions"				
"Additional target"	XXJT	XXJTC	"Respiratory muscle functions"				
"Additional target"	XXJT	XXJTG	"Additional functions of the respiratory system"				
"Additional target"	"Additional target"	XXJU	"Voice and speech"				
"Additional target"	XXJU	XXJU1	"Voice and speech functions"				
"Additional target"	XXJU	XXJUB	"Voice functions"				
"Additional target"	XXJU	XXJUC	"Speech functions"				
"Additional target"	XXJU	XXJUD	"Articulation functions"				
"Additional target"	XXJU	XXJUF	"Fluency and rhythm of speech functions"				
"Additional target"	XXJU	XXJUG	"Alternative vocalisation functions"				
"Additional target"	"Additional target"	XXJZ	"Respiratory system and voice and speech, unspecified"				
"Additional target"	XXJZ	XXJZZ	"Respiratory system, unspecified"				
"Additional target"	"Additional target"	XXKA	"Mouth and pharynx"				
"Additional target"	XXKA	XXKAA	Lip				
"Additional target"	XXKA	XXKAB	Tongue				
"Additional target"	XXKA	XXKAE	Teeth				
"Additional target"	XXKA	XXKAG	Gums				
"Additional target"	XXKA	XXKAL	"Parotid gland"				
"Additional target"	XXKA	XXKAM	"Salivary gland"				
"Additional target"	XXKA	XXKAR	"Oral pharynx"				
"Additional target"	XXKA	XXKAS	"Soft palate or palate"				
"Additional target"	XXKA	XXKAT	"Hard palate"				
"Additional target"	XXKA	XXKAZ	"Oral cavity, unspecified"				
"Additional target"	"Additional target"	XXKB	"Gastrointestinal tract"				
"Additional target"	XXKB	XXKBA	Oesophagus				
"Additional target"	XXKB	XXKBE	"Gastroesophageal junction"				
"Additional target"	XXKB	XXKBF	Stomach				
"Additional target"	XXKB	XXKBI	Duodenum				
"Additional target"	XXKB	XXKBK	"Small intestine, not elsewhere classified"				
"Additional target"	XXKB	XXKBO	Appendix				
"Additional target"	XXKB	XXKBP	Colon				
"Additional target"	XXKB	XXKBU	"Sigmoid colon"				
"Additional target"	XXKB	XXKBW	Rectum				
"Additional target"	XXKB	XXKBX	"Anus and anal canal"				
"Additional target"	XXKB	XXKBZ	"Large intestine, unspecified"				
"Additional target"	"Additional target"	XXKC	"Hepatic and biliary structures"				
"Additional target"	XXKC	XXKCA	Liver				
"Additional target"	XXKC	XXKCF	"Gall bladder"				
"Additional target"	XXKC	XXKCM	"Bile duct"				
"Additional target"	XXKC	XXKCO	"Pancreas and pancreatic duct"				
"Additional target"	"Additional target"	XXKM	Peritoneum				
"Additional target"	XXKM	XXKMA	"Peritoneum and peritoneal cavity"				
